satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.82,0.87,4,239,5,0,1,0,sales,52404
0.4,0.49,2,135,3,0,1,0,sales,55969
0.41,0.46,2,128,3,0,1,0,accounting,49684
0.38,0.5,2,132,3,0,1,0,accounting,48401
0.09,0.62,6,294,4,0,1,0,accounting,57936
0.45,0.57,2,134,3,0,1,0,hr,41289
0.4,0.51,2,145,3,0,1,0,hr,41782
0.45,0.55,2,140,3,0,1,0,hr,54579
0.84,0.87,4,246,6,0,1,0,hr,56719
0.1,0.94,6,255,4,0,1,0,technical,40381
0.38,0.46,2,137,3,0,1,0,technical,53654
0.45,0.5,2,126,3,0,1,0,technical,47749
0.11,0.89,6,306,4,0,1,0,technical,46794
0.41,0.54,2,152,3,0,1,0,technical,41676
0.87,0.88,5,269,5,0,1,0,technical,57925
0.45,0.48,2,158,3,0,1,0,technical,54092
0.4,0.46,2,127,3,0,1,0,technical,42958
0.1,0.8,7,281,4,0,1,0,technical,54868
0.09,0.89,6,276,4,0,1,0,technical,47287
0.84,0.74,3,182,4,0,1,0,technical,49542
0.4,0.55,2,147,3,0,1,0,support,55084
0.57,0.7,3,273,6,0,1,0,support,51229
0.4,0.54,2,148,3,0,1,0,support,57369
0.43,0.47,2,147,3,0,1,0,support,43973
0.13,0.78,6,152,2,0,1,0,support,53152
0.44,0.55,2,135,3,0,1,0,support,54167
0.38,0.55,2,134,3,0,1,0,support,43402
0.39,0.54,2,132,3,0,1,0,support,50739
0.1,0.92,7,307,4,0,1,0,support,56191
0.37,0.46,2,140,3,0,1,0,support,42055
0.11,0.94,7,255,4,0,1,0,support,50667
0.1,0.81,6,309,4,0,1,0,technical,59255
0.38,0.54,2,128,3,0,1,0,technical,42128
0.85,1,4,225,5,0,1,0,technical,52404
0.09,0.87,7,295,4,0,1,0,product_mng,47703
0.43,0.56,2,157,3,0,1,0,sales,51863
0.39,0.56,2,142,3,0,1,0,accounting,47834
0.45,0.54,2,140,3,0,1,0,support,41595
0.38,0.49,2,151,3,0,1,0,technical,56453
0.79,0.59,4,139,3,0,1,1,management,41609
0.84,0.85,4,249,6,0,1,0,marketing,53584
0.11,0.77,6,291,4,0,1,0,marketing,50564
0.11,0.87,6,305,4,0,1,0,marketing,53811
0.17,0.84,5,232,3,0,1,0,sales,48015
0.44,0.45,2,132,3,0,1,0,sales,41638
0.37,0.57,2,130,3,0,1,0,sales,42901
0.1,0.79,6,291,4,0,1,0,sales,42456
0.4,0.5,2,130,3,0,1,0,sales,55160
0.89,1,5,246,5,0,1,0,sales,57463
0.42,0.48,2,143,3,0,1,0,sales,43163
0.46,0.55,2,129,3,0,1,0,sales,50956
0.09,0.83,6,255,4,0,1,0,sales,49148
0.37,0.51,2,155,3,0,1,0,sales,42443
0.1,0.77,6,265,4,0,1,0,sales,46688
0.1,0.84,6,279,4,0,1,0,sales,59712
0.11,0.97,6,284,4,0,1,0,sales,54841
0.43,0.52,2,160,3,0,1,0,technical,41626
0.11,0.84,6,251,4,0,1,0,technical,52467
0.37,0.57,2,133,3,0,1,0,technical,51212
0.4,0.46,2,132,3,0,1,0,technical,58942
0.14,0.62,4,158,4,1,1,0,technical,45076
0.4,0.46,2,135,3,0,1,0,technical,43178
0.75,1,4,216,6,0,1,0,technical,42031
0.11,0.84,6,300,5,1,1,0,support,58391
0.46,0.49,2,138,3,0,1,0,support,46602
0.11,0.92,6,260,4,0,1,0,support,42541
0.38,0.49,2,132,3,0,1,0,support,46573
0.7,0.89,3,183,5,0,1,0,support,42859
0.09,0.82,6,250,4,0,1,0,support,46356
0.37,0.45,2,151,3,0,1,0,support,41632
0.1,0.83,6,292,4,0,1,0,support,47592
0.38,0.57,2,140,3,0,1,0,support,54033
0.9,1,5,221,5,0,1,0,support,47886
0.44,0.51,2,138,3,0,1,0,support,42484
0.36,0.5,2,132,3,0,1,0,technical,51365
0.31,0.84,7,133,5,0,1,0,technical,59729
0.1,0.84,6,283,4,1,1,0,technical,57859
0.42,0.48,2,129,3,0,1,0,management,57829
0.74,1,4,249,5,0,1,0,IT,48193
0.73,0.87,5,257,5,0,1,0,IT,48263
0.09,0.96,6,245,4,0,1,0,IT,46278
0.45,0.53,2,155,3,0,1,0,IT,52735
0.11,0.8,6,256,4,0,1,0,IT,44965
0.37,0.47,2,152,3,0,1,0,product_mng,56744
0.84,0.99,4,267,5,0,1,0,product_mng,55474
0.41,0.46,2,151,3,0,1,0,product_mng,40675
0.76,0.92,4,239,5,0,1,0,product_mng,51182
0.11,0.87,6,306,4,0,1,0,IT,54521
0.84,0.88,4,263,5,1,1,0,marketing,49680
0.39,0.5,2,147,3,0,1,0,marketing,44163
0.11,0.91,6,278,4,0,1,0,marketing,45517
0.45,0.56,2,154,3,0,1,0,marketing,52152
0.37,0.52,2,143,3,0,1,0,marketing,53518
0.4,0.52,2,155,3,0,1,0,marketing,56030
0.39,0.48,2,160,3,0,1,0,sales,49789
0.11,0.8,6,304,4,0,1,0,accounting,48036
0.83,1,5,240,5,0,1,0,support,52573
0.11,0.92,6,305,4,0,1,0,technical,47164
0.39,0.5,2,136,3,0,1,0,management,42870
0.45,0.45,2,132,3,0,1,0,marketing,43250
0.1,0.95,7,301,4,0,1,0,marketing,42485
0.9,0.98,5,243,6,0,1,0,marketing,50289
0.45,0.51,2,147,3,0,1,0,sales,53175
0.79,0.89,5,239,5,0,1,0,sales,51777
0.9,0.99,5,260,5,0,1,0,sales,56594
0.11,0.84,7,296,4,0,1,0,sales,56301
0.43,0.55,2,129,3,0,1,0,sales,42051
0.31,0.54,5,132,5,0,1,0,sales,56960
0.32,0.5,2,135,5,0,1,0,sales,56756
0.45,0.57,2,158,3,0,1,0,sales,48880
0.81,0.99,4,259,5,0,1,0,sales,53896
0.41,0.46,2,160,3,0,1,1,sales,42636
0.11,0.78,7,278,4,0,1,0,sales,55514
0.1,0.88,6,284,4,0,1,0,sales,57681
0.7,0.53,2,274,4,0,1,0,sales,57460
0.54,0.74,4,164,2,0,1,0,sales,57106
0.41,0.48,2,148,3,0,1,0,sales,52258
0.09,0.8,7,283,5,0,1,0,technical,51369
0.09,0.8,6,304,4,0,1,0,technical,57931
0.27,0.54,7,278,3,0,1,0,technical,51196
0.1,0.91,6,287,4,0,1,0,technical,42026
0.1,0.89,7,285,4,0,1,0,technical,50532
0.77,0.94,5,226,6,0,1,0,support,44871
0.9,0.82,5,259,5,0,1,0,support,54241
0.39,0.5,2,135,3,0,1,0,support,44482
0.76,1,5,219,5,0,1,0,support,50310
0.1,0.93,6,256,4,0,1,0,support,43513
0.87,0.9,5,254,6,0,1,0,support,42575
0.38,0.5,2,153,3,0,1,0,support,42318
0.77,0.99,5,228,5,0,1,0,support,51196
0.78,0.87,4,228,5,0,1,0,support,55153
0.44,0.5,2,128,3,0,1,0,support,44570
0.38,0.52,2,153,3,0,1,0,support,50181
0.43,0.46,2,156,3,0,1,0,technical,52504
0.39,0.5,4,294,3,0,1,0,technical,54029
0.88,1,5,219,5,0,1,0,technical,40063
0.45,0.46,2,153,3,0,1,0,management,55034
0.4,0.53,2,151,3,0,1,0,IT,58047
0.36,0.51,2,155,3,0,1,0,IT,59742
0.36,0.48,2,158,3,0,1,0,IT,57318
0.9,0.98,5,245,5,0,1,0,IT,43618
0.43,0.53,2,131,3,0,1,0,IT,56859
0.89,0.87,5,225,5,0,1,0,product_mng,48535
0.1,0.84,6,286,4,0,1,0,product_mng,46822
0.37,0.5,2,135,3,0,1,0,product_mng,44754
0.37,0.51,2,153,3,0,1,0,product_mng,54809
0.87,0.9,5,252,5,0,1,0,IT,44453
0.4,0.56,2,149,3,0,1,0,accounting,53661
0.9,0.97,4,258,5,0,1,0,accounting,44712
0.37,0.46,2,158,3,0,1,0,hr,55129
0.44,0.54,2,149,3,0,1,0,hr,56801
0.85,0.95,5,236,5,0,1,0,hr,49834
0.78,0.98,5,239,6,0,1,0,marketing,55300
0.42,0.47,2,159,3,0,1,0,marketing,41367
0.92,0.99,5,255,6,0,1,0,sales,56556
0.11,0.83,6,244,4,0,1,0,accounting,59206
0.42,0.56,2,134,3,0,1,0,support,41808
0.48,0.57,4,270,4,0,1,0,technical,50390
0.83,0.85,4,255,5,0,1,0,management,42359
0.4,0.53,2,151,3,0,1,0,marketing,42814
0.43,0.45,2,135,3,0,1,0,marketing,49454
0.43,0.53,2,146,3,0,1,0,marketing,43498
0.1,0.97,7,254,4,0,1,0,sales,49295
0.1,0.87,7,289,4,0,1,0,sales,58706
0.37,0.46,2,156,3,0,1,0,sales,41445
0.38,0.53,2,156,3,0,1,0,sales,40725
0.4,0.5,2,128,3,0,1,0,sales,46246
0.89,0.86,5,275,5,0,1,0,sales,57720
0.45,0.46,2,155,3,0,1,0,sales,53683
0.37,0.48,2,159,3,0,1,0,sales,51351
0.46,0.49,2,148,3,0,1,0,sales,46208
0.87,0.91,4,228,5,0,1,0,sales,42927
0.11,0.84,6,298,4,0,1,0,sales,45968
0.79,0.87,5,261,5,0,1,0,sales,59444
0.79,0.92,5,254,6,0,1,0,sales,53100
0.19,0.59,7,192,3,0,1,0,sales,59673
0.87,0.98,4,248,5,0,1,0,sales,51235
0.6,0.92,2,258,5,0,1,0,sales,52166
0.38,0.56,2,156,3,0,1,0,technical,46511
0.09,0.96,6,296,4,0,1,0,technical,44873
0.11,0.9,6,254,4,0,1,0,technical,55745
0.81,0.95,5,238,6,0,1,0,technical,59169
0.1,0.97,6,267,4,1,1,0,support,41135
0.74,0.89,5,229,6,0,1,0,support,49216
0.09,0.78,6,254,4,0,1,0,support,41374
0.82,0.81,4,233,4,1,1,0,support,41628
0.1,0.98,6,268,4,0,1,0,support,42557
0.27,0.56,3,301,3,0,1,0,support,46524
0.83,0.92,5,267,6,0,1,0,support,53205
0.1,0.93,6,289,4,1,1,0,support,58006
0.38,0.47,2,144,3,0,1,0,support,40763
0.4,0.56,2,148,3,0,1,0,support,53605
0.11,0.83,6,306,4,0,1,0,support,40864
0.11,0.79,6,292,4,0,1,1,technical,41719
0.82,0.91,5,232,5,0,1,0,technical,50310
0.36,0.48,2,137,3,0,1,0,technical,48294
0.4,0.46,2,128,3,0,1,0,management,54375
0.87,0.84,5,231,5,0,1,0,IT,58912
0.41,0.49,2,146,3,0,1,0,IT,45353
0.11,0.91,6,308,4,1,1,0,IT,44869
0.11,0.81,5,287,4,0,1,0,sales,40596
0.4,0.54,2,139,3,0,1,0,marketing,51738
0.41,0.49,2,130,3,0,1,0,marketing,40148
0.1,0.81,6,268,4,0,1,0,marketing,54775
0.73,0.86,4,245,6,0,1,0,sales,54621
0.43,0.47,2,135,3,0,1,0,sales,45354
0.37,0.46,2,153,3,0,1,0,sales,51749
0.11,0.94,6,276,4,0,1,0,sales,54586
0.4,0.46,2,130,3,0,1,0,sales,40859
0.41,0.54,2,153,3,1,1,0,sales,54792
0.82,0.84,5,244,5,0,1,0,sales,52651
0.61,0.47,2,253,3,0,1,0,sales,54823
0.11,0.91,7,287,4,0,1,0,sales,40120
0.37,0.45,2,131,3,0,1,0,sales,56429
0.41,0.52,2,135,3,0,1,0,sales,55473
0.37,0.52,2,157,3,0,1,0,sales,55691
0.88,0.99,5,262,6,0,1,0,sales,42320
0.1,0.85,6,266,4,0,1,0,sales,57847
0.44,0.48,2,148,3,0,1,0,sales,49884
0.38,0.57,2,140,3,0,1,0,sales,47588
0.11,0.85,7,302,4,0,1,0,sales,53028
0.09,0.98,6,271,4,0,1,0,sales,44029
0.81,1,4,253,5,0,1,0,technical,56537
0.48,0.93,3,219,6,0,1,0,technical,47886
0.91,0.91,4,262,6,0,1,0,support,42942
0.43,0.57,2,135,3,0,1,0,support,41733
0.33,0.88,6,219,5,0,1,0,support,46073
0.41,0.57,2,136,3,0,1,0,support,43335
0.41,0.55,2,154,3,0,1,0,support,56171
0.37,0.54,2,149,3,0,1,0,support,55320
0.31,0.62,6,135,5,0,1,0,support,53993
0.09,0.91,6,275,4,0,1,0,support,41498
0.1,0.87,6,290,4,0,1,0,support,53428
0.76,0.9,4,263,5,0,1,0,support,44650
0.41,0.54,2,145,3,0,1,0,support,44772
0.72,0.96,5,267,5,0,1,0,technical,57714
0.4,0.5,2,141,3,1,1,0,technical,49365
0.91,0.87,4,235,5,0,1,0,technical,40018
0.1,0.83,6,258,4,0,1,0,management,59170
0.4,0.56,2,131,3,0,1,0,IT,56401
0.82,0.86,5,243,5,0,1,0,IT,54658
0.1,0.82,6,266,4,0,1,0,IT,55311
0.37,0.45,2,142,3,0,1,0,IT,46791
0.36,0.51,2,135,3,0,1,0,IT,45792
0.75,0.9,5,256,5,0,1,0,support,47565
0.78,1,4,253,5,0,1,0,marketing,53860
0.45,0.55,2,148,3,0,1,0,sales,42594
0.84,1,4,261,5,0,1,0,sales,41959
0.11,0.93,6,282,4,0,1,0,sales,48201
0.42,0.56,2,133,3,0,1,0,sales,45449
0.45,0.46,2,128,3,0,1,0,sales,57699
0.46,0.57,2,139,3,0,1,0,sales,43331
0.09,0.79,6,293,5,0,1,0,sales,45125
0.87,0.83,4,265,6,0,1,0,sales,55615
0.1,0.87,6,250,4,0,1,0,sales,53731
0.91,1,5,251,6,0,1,0,sales,57895
0.76,0.92,4,246,5,0,1,0,sales,40463
0.74,1,5,275,5,0,1,0,sales,58594
0.92,0.93,5,240,5,0,1,0,sales,57507
0.76,0.87,5,245,5,0,1,0,sales,46789
0.47,0.5,4,254,4,0,1,0,sales,58985
0.73,0.99,5,241,5,0,1,0,sales,53962
0.09,0.94,6,257,4,0,1,0,sales,53311
0.91,0.92,4,246,5,0,1,0,sales,49315
0.82,0.98,4,233,5,0,1,0,sales,59793
0.28,0.45,6,218,4,0,1,0,accounting,57294
0.45,0.46,2,130,3,0,1,0,technical,58242
0.41,0.52,2,127,3,1,1,0,support,42279
0.89,0.65,5,195,6,0,1,0,support,40345
0.41,0.57,2,160,3,0,1,0,support,59203
0.44,0.51,2,150,3,0,1,0,support,55984
0.87,0.84,4,264,6,0,1,0,support,41949
0.1,0.84,6,309,4,0,1,0,support,53875
0.41,0.47,2,135,3,0,1,0,support,58012
0.11,0.85,6,261,4,0,1,0,support,47672
0.43,0.53,2,160,3,0,1,0,support,43497
0.77,0.9,4,237,5,0,1,0,support,46252
0.41,0.52,2,136,3,0,1,0,technical,49244
0.41,0.48,2,139,3,0,1,0,technical,54796
0.36,0.78,2,151,4,0,1,0,technical,45078
0.77,1,5,229,5,0,1,0,management,59316
0.81,0.98,5,245,5,0,1,0,IT,44091
0.39,0.54,2,127,3,0,1,0,IT,59885
0.09,0.94,6,283,5,0,1,0,IT,52477
0.44,0.46,2,143,3,0,1,0,IT,52629
0.1,0.84,5,298,4,0,1,0,IT,48378
0.36,0.48,2,159,3,0,1,0,product_mng,52394
0.81,0.92,5,239,5,0,1,0,product_mng,54889
0.8,0.85,4,273,5,0,1,0,management,42491
0.9,0.92,5,245,5,0,1,0,sales,55760
0.41,0.52,2,159,3,0,1,0,sales,57139
0.1,0.85,6,260,4,0,1,0,sales,47902
0.44,0.53,2,149,3,0,1,0,sales,58633
0.89,0.85,5,266,5,0,1,0,sales,51654
0.42,0.56,2,149,3,0,1,0,sales,59447
0.87,1,5,242,5,0,1,0,sales,46529
0.45,0.57,2,134,3,0,1,0,sales,50499
0.11,0.87,5,271,4,0,1,0,sales,44975
0.09,0.79,6,275,4,0,1,0,sales,45984
0.76,0.83,5,227,5,0,1,0,sales,52310
0.11,0.96,7,277,5,0,1,0,sales,54768
0.37,0.49,2,151,3,0,1,0,sales,47746
0.1,0.79,6,274,4,0,1,0,sales,54849
0.77,0.87,4,242,6,0,1,0,sales,47754
0.42,0.54,2,143,3,1,1,0,sales,56030
0.38,0.52,2,145,3,0,1,0,sales,49906
0.32,0.95,5,172,2,0,1,0,sales,42642
0.38,0.49,2,135,3,0,1,0,accounting,46426
0.19,1,4,192,4,0,1,0,accounting,41408
0.1,0.83,7,276,4,0,1,0,accounting,43166
0.11,0.87,7,282,5,0,1,0,technical,49792
0.39,0.54,2,158,3,0,1,0,support,43054
0.38,0.55,2,158,3,0,1,0,support,44558
0.37,0.57,2,155,3,0,1,0,support,48576
0.44,0.48,2,146,3,0,1,0,support,53869
0.53,0.85,2,164,5,0,1,0,support,53758
0.09,0.96,6,259,4,0,1,0,support,55231
0.11,0.89,6,293,4,0,1,0,support,47014
0.83,0.96,5,275,5,0,1,0,support,51055
0.88,1,5,219,6,1,1,0,technical,59324
0.1,0.89,6,247,4,0,1,0,technical,59205
0.09,0.86,7,309,4,0,1,0,technical,49042
0.44,0.54,2,151,3,0,1,0,management,44222
0.39,0.51,2,129,3,0,1,0,IT,43762
0.87,0.94,4,274,5,0,1,0,IT,46394
0.74,0.99,4,233,5,0,1,0,IT,42391
0.1,0.95,7,289,4,0,1,0,IT,54962
0.74,0.82,4,239,6,0,1,0,IT,44657
0.75,0.99,5,221,5,0,1,0,product_mng,46333
0.41,0.56,2,150,3,0,1,0,product_mng,52058
0.41,0.45,2,144,3,1,1,0,product_mng,50147
0.09,0.9,7,289,4,0,1,0,product_mng,59654
0.81,0.87,4,254,5,0,1,0,marketing,55422
0.37,0.47,2,149,3,0,1,0,sales,44966
0.37,0.5,2,141,3,0,1,0,sales,57140
0.85,0.82,4,270,5,0,1,0,sales,54454
0.41,0.47,2,138,3,0,1,0,sales,41359
0.11,0.96,6,298,4,0,1,0,sales,40702
0.75,0.99,5,254,5,0,1,0,sales,55964
0.82,0.85,5,248,5,0,1,0,sales,45231
0.79,1,5,257,6,0,1,0,sales,57259
0.43,0.53,2,150,3,0,1,0,sales,53527
0.1,0.9,7,281,4,0,1,0,sales,53688
0.46,0.48,2,141,3,1,1,0,sales,51408
0.43,0.57,2,157,3,0,1,0,sales,48495
0.43,0.55,2,136,3,0,1,0,sales,45569
0.11,0.8,7,296,4,0,1,0,sales,57305
0.09,0.86,6,279,4,0,1,0,sales,58536
0.37,0.53,2,131,3,0,1,0,sales,57081
0.4,0.57,2,160,3,0,1,0,accounting,50321
0.1,0.77,7,291,4,0,1,0,accounting,41330
0.41,0.53,2,157,3,0,1,0,accounting,53716
0.79,0.58,3,294,4,0,1,0,hr,49391
0.11,0.79,7,310,4,0,1,0,hr,59784
0.44,0.51,2,145,3,0,1,0,support,55923
0.4,0.51,2,139,3,0,1,0,support,40146
0.46,0.57,2,152,3,0,1,0,support,53340
0.8,0.83,2,211,3,0,1,0,support,51306
0.87,0.9,5,258,5,0,1,0,support,49268
0.39,0.54,2,155,3,0,1,0,support,40562
0.38,0.55,2,148,3,0,1,0,support,57558
0.66,0.67,2,255,3,0,1,0,technical,40397
0.1,0.8,6,264,4,0,1,0,technical,52992
0.37,0.54,2,132,3,0,1,0,technical,56202
0.1,0.77,6,255,4,0,1,0,management,49990
0.09,0.87,5,263,4,0,1,0,IT,41287
0.86,0.84,5,222,5,0,1,0,IT,44787
0.11,0.9,6,263,4,0,1,0,IT,56538
0.37,0.46,2,157,3,0,1,0,IT,42272
0.11,0.92,7,307,4,0,1,0,IT,55369
0.77,0.98,5,259,6,0,1,0,product_mng,42194
0.84,0.94,5,222,6,0,1,0,product_mng,58097
0.1,0.84,7,250,4,0,1,0,product_mng,55920
0.83,0.9,5,245,5,0,1,0,product_mng,46608
0.11,0.79,6,292,4,0,1,0,IT,44044
0.86,0.92,5,252,5,0,1,0,RandD,44609
0.43,0.51,2,141,3,0,1,0,sales,48144
0.38,0.5,2,140,3,0,1,0,sales,47964
0.78,0.98,5,263,6,0,1,0,sales,53604
0.44,0.49,2,145,3,0,1,0,sales,42048
0.41,0.46,2,156,3,1,1,0,sales,43951
0.72,0.85,5,244,6,0,1,0,sales,54336
0.46,0.54,2,144,3,0,1,0,sales,51381
0.1,0.9,7,286,4,0,1,0,sales,48267
0.34,0.67,4,141,2,0,1,0,sales,52199
0.11,0.89,6,260,5,0,1,0,sales,51828
0.38,0.56,2,154,3,0,1,0,sales,53636
0.82,0.92,5,225,5,0,1,0,sales,51209
0.39,0.57,2,127,3,0,1,0,sales,59304
0.44,0.53,2,140,3,0,1,0,sales,43920
0.43,0.52,2,147,3,0,1,0,sales,40520
0.84,0.83,4,227,5,0,1,0,accounting,54137
0.43,0.48,2,153,3,0,1,0,accounting,47455
0.37,0.52,2,128,3,0,1,0,accounting,44532
0.74,0.97,4,228,5,0,1,0,hr,57496
0.73,0.97,5,235,5,0,1,0,hr,51493
0.37,0.47,2,148,3,0,1,0,hr,50359
0.58,0.62,4,238,3,0,1,0,hr,50748
0.38,0.53,2,146,3,0,1,0,support,48040
0.1,0.79,6,256,5,0,1,0,support,47440
0.1,0.77,5,276,4,0,1,0,support,53053
0.75,0.85,5,267,5,0,1,0,support,51682
0.46,0.62,6,213,3,0,1,0,support,53649
0.91,0.97,4,274,6,0,1,0,technical,41677
0.1,0.92,6,258,4,0,1,0,technical,52059
0.72,0.6,3,153,5,0,1,0,technical,57169
0.11,0.95,6,245,4,0,1,0,management,51126
0.11,0.94,6,264,4,0,1,0,IT,40207
0.46,0.57,2,154,3,0,1,0,IT,52435
0.37,0.46,2,149,3,0,1,0,IT,59504
0.46,0.5,2,157,3,0,1,0,IT,57289
0.43,0.57,2,127,3,0,1,0,IT,41720
0.11,0.82,6,270,4,0,1,0,product_mng,57610
0.73,0.89,5,236,6,0,1,0,product_mng,49074
0.43,0.47,2,158,3,0,1,0,product_mng,40235
0.86,1,5,229,5,0,1,0,product_mng,41579
0.1,0.83,6,269,4,0,1,0,IT,46563
0.4,0.49,2,128,3,0,1,0,sales,44761
0.11,0.87,7,278,4,0,1,0,sales,50570
0.86,0.98,3,158,5,0,1,0,sales,58231
0.11,0.8,6,306,4,0,1,0,sales,57479
0.45,0.5,2,147,3,0,1,0,sales,43145
0.44,0.53,2,159,3,0,1,0,sales,42076
0.74,0.54,5,216,3,0,1,0,sales,55160
0.45,0.54,2,152,3,0,1,0,sales,50937
0.79,0.93,4,226,5,0,1,0,sales,43436
0.79,0.91,5,271,5,0,1,0,sales,53175
0.11,0.87,6,255,4,0,1,0,sales,54300
0.42,0.48,2,140,3,0,1,0,sales,56611
0.64,0.9,6,252,2,0,1,0,sales,54101
0.4,0.55,2,159,3,0,1,0,sales,48359
0.84,0.98,5,270,5,0,1,0,sales,47101
0.73,0.92,5,232,5,0,1,0,sales,59475
0.4,0.51,2,144,3,0,1,0,accounting,56833
0.36,0.45,2,127,3,0,1,0,accounting,54100
0.43,0.47,2,131,3,0,1,0,accounting,49748
0.11,0.78,6,243,4,0,1,0,hr,53776
0.91,1,5,244,6,0,1,0,hr,51330
0.8,1,5,260,5,0,1,0,hr,49942
0.42,0.49,2,139,3,0,1,0,hr,45846
0.31,0.87,4,184,3,0,1,0,technical,49083
0.44,0.47,2,130,3,0,1,0,technical,41398
0.81,0.91,4,229,5,0,1,0,support,43423
0.5,0.54,5,153,4,0,1,0,support,40554
0.44,0.49,2,154,3,0,1,0,support,44683
0.11,0.9,6,301,4,0,1,0,technical,43983
0.39,0.52,2,134,3,0,1,0,technical,55334
0.11,0.78,6,245,4,0,1,0,technical,44504
0.36,0.5,2,132,3,0,1,0,management,52166
0.43,0.51,2,130,3,0,1,0,IT,50481
0.4,0.5,2,127,3,0,1,0,IT,43260
0.86,0.84,4,246,6,0,1,0,IT,49647
0.38,0.49,2,145,3,0,1,0,IT,44726
0.46,0.45,2,138,3,0,1,1,IT,59432
0.37,0.57,2,129,3,0,1,0,product_mng,53483
0.43,0.52,2,150,3,0,1,0,product_mng,55584
0.66,0.93,5,253,5,0,1,0,product_mng,43239
0.37,0.48,2,160,3,0,1,0,product_mng,46458
0.77,0.92,5,235,5,0,1,0,IT,51843
0.38,0.55,2,151,3,0,1,0,sales,46807
0.39,0.54,2,127,3,0,1,0,sales,56887
0.41,0.55,2,151,3,0,1,0,sales,50902
0.1,0.9,7,290,4,0,1,0,sales,59858
0.09,0.93,6,249,4,0,1,0,sales,55805
0.39,0.57,2,158,3,0,1,0,sales,40453
0.44,0.65,3,271,4,0,1,0,sales,52374
0.91,0.96,4,232,5,0,1,0,sales,42615
0.72,1,4,245,5,0,1,0,sales,42159
0.66,0.66,3,225,3,0,0,0,technical,42873
0.2,0.69,6,236,4,0,0,0,technical,41857
0.97,0.78,3,268,3,1,0,0,technical,45609
0.59,0.73,2,230,3,0,0,0,technical,46491
0.88,0.6,4,162,2,0,0,0,technical,45777
0.16,0.73,4,197,2,0,0,0,technical,40304
0.61,0.96,3,247,3,0,0,0,support,50512
0.52,0.79,4,234,3,0,0,0,support,49870
0.82,0.49,4,276,4,0,0,0,support,52994
0.78,0.7,4,139,3,0,0,0,IT,59116
0.97,0.52,4,207,3,0,0,0,product_mng,51941
0.63,0.94,4,219,3,0,0,0,product_mng,58644
0.85,0.99,3,208,2,0,0,0,product_mng,56619
0.59,0.74,3,240,3,0,0,0,IT,56773
0.64,0.6,3,135,3,0,0,0,RandD,52450
0.8,0.67,3,236,3,1,0,0,RandD,44579
0.61,0.75,3,140,3,0,0,0,RandD,56833
0.87,0.61,3,162,2,0,0,0,RandD,55713
0.22,0.54,6,169,4,0,0,0,technical,49848
0.78,0.52,5,192,3,1,0,0,technical,41738
0.53,0.8,4,241,3,1,0,0,technical,44876
0.58,0.69,4,165,3,0,0,0,technical,44826
0.99,0.81,3,183,2,0,0,0,technical,58440
0.62,0.64,4,163,3,0,0,0,technical,53930
0.59,0.69,3,162,3,0,0,0,technical,55403
0.13,0.76,5,219,4,0,0,0,technical,58944
0.19,0.63,4,278,6,0,0,0,technical,49563
0.94,0.99,2,273,4,0,0,0,technical,56947
0.53,0.96,4,272,2,0,0,0,support,43569
0.96,0.85,5,168,2,0,0,0,support,53757
0.62,0.87,4,221,3,1,0,0,support,51014
0.81,0.86,4,213,3,0,0,0,support,51840
0.63,0.78,4,275,3,0,0,0,support,41879
0.63,0.55,4,200,3,1,0,0,RandD,48742
0.92,0.76,5,132,3,1,0,0,RandD,44783
0.82,0.49,4,180,2,0,0,0,RandD,51437
0.18,0.54,4,145,5,0,0,0,RandD,50166
0.73,0.48,4,139,2,0,0,0,RandD,44608
0.44,0.61,5,230,6,0,0,0,marketing,46573
0.73,0.62,4,247,4,0,0,0,sales,41205
0.62,0.95,4,140,2,0,0,0,accounting,41849
0.57,0.91,3,193,2,0,0,0,sales,54155
0.62,0.69,4,184,3,0,0,0,technical,54544
0.6,0.8,4,253,2,0,0,0,technical,50286
0.82,0.62,3,152,6,0,0,0,technical,53122
0.52,0.55,3,225,2,0,0,0,technical,53148
0.13,0.84,5,189,5,0,0,0,technical,44675
0.97,0.93,3,153,2,0,0,0,technical,58352
0.63,0.9,4,245,3,0,0,0,technical,57421
0.74,0.83,4,210,3,0,0,0,support,58418
0.61,0.9,3,224,3,0,0,0,support,48342
0.67,0.49,3,185,3,0,0,0,support,43738
0.87,0.93,3,173,2,0,0,0,support,44281
0.41,0.63,2,145,2,0,0,0,product_mng,52284
0.29,0.91,4,183,4,0,0,0,RandD,59377
0.31,0.51,2,146,3,0,0,0,RandD,50286
0.73,0.99,3,241,3,0,0,0,RandD,45297
0.51,0.52,5,261,3,1,0,0,RandD,53944
0.58,0.77,4,140,3,0,0,0,RandD,53234
0.59,0.97,3,257,3,0,0,0,marketing,53597
0.95,0.9,3,186,2,0,0,0,marketing,50182
0.84,0.93,3,159,3,0,0,0,sales,52711
0.28,0.37,3,164,4,1,0,0,accounting,59007
0.94,0.52,4,217,6,1,0,0,support,57587
0.72,0.5,4,164,2,1,0,0,management,54052
0.19,0.85,5,249,3,0,0,0,marketing,54793
0.83,0.95,3,264,2,0,0,0,marketing,45188
0.79,0.92,4,208,2,1,0,0,marketing,53608
0.97,0.74,4,209,2,0,0,0,sales,57893
